Date,Category,Value
2017-01-12,Rest of S&P 500,15823.204487915895
2017-01-13,Magnificent 7,1893.9182445396073
2017-01-13,Rest of S&P 500,15848.272917569768
2017-01-17,Magnificent 7,1888.1922905691558
2017-01-17,Rest of S&P 500,15801.348871540218
2017-01-18,Magnificent 7,1889.0369566593033
2017-01-18,Rest of S&P 500,15831.70420545007
2017-01-19,Magnificent 7,1888.1942900597985
2017-01-19,Rest of S&P 500,15768.587252908952
2017-01-20,Magnificent 7,1891.0267727273358
2017-01-20,Rest of S&P 500,15825.191684303914
2017-01-23,Magnificent 7,1908.23897902818
2017-01-23,Rest of S&P 500,15760.320640112446
2017-01-24,Magnificent 7,1919.0743898977325
2017-01-24,Rest of S&P 500,15865.472143305391
2017-01-25,Magnificent 7,1941.5634304054304
2017-01-25,Rest of S&P 500,15985.72348365707
2017-01-26,Magnificent 7,1950.1866377659055
2017-01-26,Rest of S&P 500,15963.916829030968
2017-01-27,Magnificent 7,1955.1261215479803
2017-01-27,Rest of S&P 500,15943.45542142077
2017-01-30,Magnificent 7,1936.524842108633
2017-01-30,Rest of S&P 500,15854.494396172617
2017-01-31,Magnificent 7,1925.9787218021197
2017-01-31,Rest of S&P 500,15849.20819226038
2017-02-01,Magnificent 7,1955.8952533551835
2017-02-01,Rest of S&P 500,15824.59512750419
2017-02-02,Magnificent 7,1953.5403363669805
2017-02-02,Rest of S&P 500,15837.090425351767
2017-02-03,Magnificent 7,1943.1117264361515
2017-02-03,Rest of S&P 500,15976.763664188848
2017-02-06,Magnificent 7,1951.5468443165996
2017-02-06,Rest of S&P 500,15930.42161271465
2017-02-07,Magnificent 7,1959.7112688422824
2017-02-07,Rest of S&P 500,15926.313340532717
2017-02-08,Magnificent 7,1970.7047255401421
2017-02-08,Rest of S&P 500,15927.720665084857
2017-02-09,Magnificent 7,1979.8164021369598
2017-02-09,Rest of S&P 500,16021.57051192554
2017-02-10,Magnificent 7,1981.4961838944075
2017-02-10,Rest of S&P 500,16084.084577824342
2017-02-13,Magnificent 7,1995.4290642673595
2017-02-13,Rest of S&P 500,16164.92093573264
2017-02-14,Magnificent 7,2003.08639095316
2017-02-14,Rest of S&P 500,16230.038218421838
2017-02-15,Magnificent 7,2006.056456771316
2017-02-15,Rest of S&P 500,16318.093543228682
2017-02-16,Magnificent 7,2005.034558263516
2017-02-16,Rest of S&P 500,16303.281213220856
2017-02-17,Magnificent 7,2008.7797570235132
2017-02-17,Rest of S&P 500,16330.267557429612
2017-02-21,Magnificent 7,2021.9743169539565
2017-02-21,Rest of S&P 500,16427.98876898354
2017-02-22,Magnificent 7,2026.8952017862248
2017-02-22,Rest of S&P 500,16403.1013314169
2017-02-23,Magnificent 7,2013.043221761002
2017-02-23,Rest of S&P 500,16424.675235270246
2017-02-24,Magnificent 7,2009.8300807877858
2017-02-24,Rest of S&P 500,16455.42260475909
2017-02-27,Magnificent 7,2011.9644883893739
2017-02-27,Rest of S&P 500,16472.085511610625
2017-02-28,Magnificent 7,2004.3887174558881
2017-02-28,Rest of S&P 500,16432.002444653488
2017-03-01,Magnificent 7,2032.9975463183732
2017-03-01,Rest of S&P 500,16655.490148994126
2017-03-02,Magnificent 7,2016.0820748328392
2017-03-02,Rest of S&P 500,16562.89331579216
2017-03-03,Magnificent 7,2021.5847416374393
2017-03-03,Rest of S&P 500,16566.752172425062
2017-03-06,Magnificent 7,2017.949166188143
2017-03-06,Rest of S&P 500,16509.469290843106
2017-03-07,Magnificent 7,2020.0457991324322
2017-03-07,Rest of S&P 500,16453.395362976942
2017-03-08,Magnificent 7,2025.7701894592294
2017-03-08,Rest of S&P 500,16405.47365819702
2017-03-09,Magnificent 7,2026.1527334087014
2017-03-09,Rest of S&P 500,16419.834180653797
2017-03-10,Magnificent 7,2031.084416398269
2017-03-10,Rest of S&P 500,16475.19634532048
2017-03-13,Magnificent 7,2035.8031459320546
2017-03-13,Rest of S&P 500,16477.262625552317
2017-03-14,Magnificent 7,2034.3249099665275
2017-03-14,Rest of S&P 500,16416.184709174096
2017-03-15,Magnificent 7,2043.4159622587927
2017-03-15,Rest of S&P 500,16561.61211391308
2017-03-16,Magnificent 7,2046.909362665696
2017-03-16,Rest of S&P 500,16527.8537232718
2017-03-17,Magnificent 7,2047.0614254326192
2017-03-17,Rest of S&P 500,16503.288574567378
2017-03-20,Magnificent 7,2056.030937874591
2017-03-20,Rest of S&P 500,16457.03483360978
2017-03-21,Magnificent 7,2025.4430603323492
2017-03-21,Rest of S&P 500,16257.9130920114
2017-03-22,Magnificent 7,2043.4552165442597
2017-03-22,Rest of S&P 500,16274.454402596364
2017-03-23,Magnificent 7,2036.6044964165687
2017-03-23,Rest of S&P 500,16261.88319889593
2017-03-24,Magnificent 7,2037.9766621365923
2017-03-24,Rest of S&P 500,16245.067185519656
2017-03-27,Magnificent 7,2043.2147231043282
2017-03-27,Rest of S&P 500,16221.187962442546
2017-03-28,Magnificent 7,2064.384303426481
2017-03-28,Rest of S&P 500,16332.462229776642
2017-03-29,Magnificent 7,2080.852685124605
2017-03-29,Rest of S&P 500,16335.960400812892
2017-03-30,Magnificent 7,2083.619529864004
2017-03-30,Rest of S&P 500,16387.248927167246
2017-03-31,Magnificent 7,2087.6946692407055
2017-03-31,Rest of S&P 500,16341.521102243669
2017-04-03,Magnificent 7,2095.6400555266537
2017-04-03,Rest of S&P 500,16303.312630020222
2017-04-04,Magnificent 7,2102.894655139152
2017-04-04,Rest of S&P 500,16306.352659313972
2017-04-05,Magnificent 7,2097.3193169106517
2017-04-05,Rest of S&P 500,16255.69030222997
2017-04-06,Magnificent 7,2090.0369804802885
2017-04-06,Rest of S&P 500,16298.384943347837
2017-04-07,Magnificent 7,2085.6716095976203
2017-04-07,Rest of S&P 500,16287.540695089878
2017-04-10,Magnificent 7,2091.6773341372696
2017-04-10,Rest of S&P 500,16294.169980315854
2017-04-11,Magnificent 7,2080.0158838995626
2017-04-11,Rest of S&P 500,16279.46834461606
2017-04-12,Magnificent 7,2072.242407331671
2017-04-12,Rest of S&P 500,16218.211059465202
2017-04-13,Magnificent 7,2061.3301777965025
2017-04-13,Rest of S&P 500,16104.479441344123
2017-04-17,Magnificent 7,2087.208412010851
2017-04-17,Rest of S&P 500,16235.069664161023
2017-04-18,Magnificent 7,2083.8516829753457
2017-04-18,Rest of S&P 500,16185.229859993404
2017-04-19,Magnificent 7,2082.236431565449
2017-04-19,Rest of S&P 500,16155.488959059552
2017-04-20,Magnificent 7,2097.5024732936968
2017-04-20,Rest of S&P 500,16278.050212253178
2017-04-21,Magnificent 7,2101.4388766255975
2017-04-21,Rest of S&P 500,16218.342666343153
2017-04-24,Magnificent 7,2129.419818493508
2017-04-24,Rest of S&P 500,16388.94941978774
2017-04-25,Magnificent 7,2142.6206728456827
2017-04-25,Rest of S&P 500,16488.53816504494
2017-04-26,Magnificent 7,2139.004518433176
2017-04-26,Rest of S&P 500,16483.10510070745
2017-04-27,Magnificent 7,2150.9608054912183
2017-04-27,Rest of S&P 500,16481.44534685253
2017-04-28,Magnificent 7,2170.772893381561
2017-04-28,Rest of S&P 500,16425.986725759063
2017-05-01,Magnificent 7,2210.134019423076
2017-05-01,Rest of S&P 500,16418.840589951924
2017-05-02,Magnificent 7,2211.0443225636927
2017-05-02,Rest of S&P 500,16440.081068061307
2017-05-03,Magnificent 7,2204.743680352879
2017-05-03,Rest of S&P 500,16422.66940558462
2017-05-04,Magnificent 7,2195.30887625036
2017-05-04,Rest of S&P 500,16442.94727609339
2017-05-05,Magnificent 7,2203.353374194109
2017-05-05,Rest of S&P 500,16511.10893049339
2017-05-08,Magnificent 7,2228.0555932559146
2017-05-08,Rest of S&P 500,16487.107492681585
2017-05-09,Magnificent 7,2235.494721224908
2017-05-09,Rest of S&P 500,16460.480669400094
2017-05-10,Magnificent 7,2243.670095530231
2017-05-10,Rest of S&P 500,16473.44299040727
2017-05-11,Magnificent 7,2244.1896732065943
2017-05-11,Rest of S&P 500,16432.441869762155
2017-05-12,Magnificent 7,2259.998226757833
2017-05-12,Rest of S&P 500,16389.021011523415
2017-05-15,Magnificent 7,2259.8971840894474
2017-05-15,Rest of S&P 500,16478.199349113675
2017-05-16,Magnificent 7,2275.124600574019
2017-05-16,Rest of S&P 500,16450.100790050983
2017-05-17,Magnificent 7,2207.728852340392
2017-05-17,Rest of S&P 500,16177.105376175234
2017-05-18,Magnificent 7,2237.7255155874823
2017-05-18,Rest of S&P 500,16214.890255896893
2017-05-19,Magnificent 7,2243.51004960096
2017-05-19,Rest of S&P 500,16333.98379805529
2017-05-22,Magnificent 7,2262.3793260870907
2017-05-22,Rest of S&P 500,16410.976826256658
2017-05-23,Magnificent 7,2262.6911558429815
2017-05-23,Rest of S&P 500,16444.984234782016
2017-05-24,Magnificent 7,2275.0671495988545
2017-05-24,Rest of S&P 500,16479.17401251052
2017-05-25,Magnificent 7,2299.1553100885917
2017-05-25,Rest of S&P 500,16538.391223114533
2017-05-26,Magnificent 7,2306.61134382047
2017-05-26,Rest of S&P 500,16536.785189382656
2017-05-30,Magnificent 7,2315.758642829131
2017-05-30,Rest of S&P 500,16504.938671623993
2017-05-31,Magnificent 7,2304.0486878737715
2017-05-31,Rest of S&P 500,16507.9916929856
2017-06-01,Magnificent 7,2308.323773135803
2017-06-01,Rest of S&P 500,16646.144683895447
2017-06-02,Magnificent 7,2339.330031055594
2017-06-02,Rest of S&P 500,16685.41650214753
2017-06-05,Magnificent 7,2346.655226924896
2017-06-05,Rest of S&P 500,16654.925534793852
2017-06-06,Magnificent 7,2342.5761861656397
2017-06-06,Rest of S&P 500,16606.19842320936
2017-06-07,Magnificent 7,2353.2746482647717
2017-06-07,Rest of S&P 500,16625.216513844603
2017-06-08,Magnificent 7,2362.131127328429
2017-06-08,Rest of S&P 500,16621.43117735907
2017-06-09,Magnificent 7,2283.4329043506646
2017-06-09,Rest of S&P 500,16684.373247993084
2017-06-12,Magnificent 7,2256.075205559398
2017-06-12,Rest of S&P 500,16693.165956549976
2017-06-13,Magnificent 7,2286.4406898906614
2017-06-13,Rest of S&P 500,16748.29007182809
2017-06-14,Magnificent 7,2276.2120630182253
2017-06-14,Rest of S&P 500,16739.563327606775
2017-06-15,Magnificent 7,2260.1437438445596
2017-06-15,Rest of S&P 500,16713.04395146794
2017-06-16,Magnificent 7,2266.508516055823
2017-06-16,Rest of S&P 500,16712.060722225426
2017-06-19,Magnificent 7,2303.048713014983
2017-06-19,Rest of S&P 500,16833.938982297514
2017-06-20,Magnificent 7,2287.8679541154106
2017-06-20,Rest of S&P 500,16720.966274400213
2017-06-21,Magnificent 7,2307.1269691887055
2017-06-21,Rest of S&P 500,16690.63186870192
2017-06-22,Magnificent 7,2304.781738276928
2017-06-22,Rest of S&P 500,16684.31826172307
2017-06-23,Magnificent 7,2318.5586999706916
2017-06-23,Rest of S&P 500,16700.181680888683
2017-06-26,Magnificent 7,2297.583807623699
2017-06-26,Rest of S&P 500,16727.162725579426
2017-06-27,Magnificent 7,2252.1381120662045
2017-06-27,Rest of S&P 500,16619.024973871296
2017-06-28,Magnificent 7,2285.1438095607955
2017-06-28,Rest of S&P 500,16752.237733407954
2017-06-29,Magnificent 7,2244.3699932655277
2017-06-29,Rest of S&P 500,16629.289625875095
2017-06-30,Magnificent 7,2240.713171779045
2017-06-30,Rest of S&P 500,16661.88414267408
2017-07-03,Magnificent 7,2212.5170549756435
2017-07-03,Rest of S&P 500,16733.76102119623
2017-07-05,Magnificent 7,2234.5863044677417
2017-07-05,Rest of S&P 500,16739.226000219758
2017-07-06,Magnificent 7,2214.7176814730697
2017-07-06,Rest of S&P 500,16581.33231852693
2017-07-07,Magnificent 7,2245.4020567311163
2017-07-07,Rest of S&P 500,16671.001410065757
2017-07-10,Magnificent 7,2273.6030037609307
2017-07-10,Rest of S&P 500,16660.350463035942
2017-07-11,Magnificent 7,2282.3808470321765
2017-07-11,Rest of S&P 500,16636.753381483446
2017-07-12,Magnificent 7,2313.994665016851
2017-07-12,Rest of S&P 500,16743.35533498315
2017-07-13,Magnificent 7,2320.6590353666247
2017-07-13,Rest of S&P 500,16772.415574008373
2017-07-14,Magnificent 7,2339.9114113776905
2017-07-14,Rest of S&P 500,16842.39474096606
2017-07-17,Magnificent 7,2346.9184074783734
2017-07-17,Rest of S&P 500,16834.372754631
2017-07-18,Magnificent 7,2368.9666174252225
2017-07-18,Rest of S&P 500,16823.792220465402
2017-07-19,Magnificent 7,2380.5528303976243
2017-07-19,Rest of S&P 500,16915.321778977373
2017-07-20,Magnificent 7,2384.7809844865837
2017-07-20,Rest of S&P 500,16908.12863465404
2017-07-21,Magnificent 7,2380.2951540622016
2017-07-21,Rest of S&P 500,16905.5171506253
2017-07-24,Magnificent 7,2399.0093231373085
2017-07-24,Rest of S&P 500,16866.287991315818
2017-07-25,Magnificent 7,2394.580312508332
2017-07-25,Rest of S&P 500,16927.032773429168
2017-07-26,Magnificent 7,2404.7451789200804
2017-07-26,Rest of S&P 500,16922.32943045492
2017-07-27,Magnificent 7,2386.4913665761983
2017-07-27,Rest of S&P 500,16921.7840240488
2017-07-28,Magnificent 7,2375.9204000699897
2017-07-28,Rest of S&P 500,16906.46036164876
2017-07-31,Magnificent 7,2339.399052790899
2017-07-31,Rest of S&P 500,16928.941328068475
2017-08-01,Magnificent 7,2349.5659982949023
2017-08-01,Rest of S&P 500,16965.964763423846
2017-08-02,Magnificent 7,2372.0331208877383
2017-08-02,Rest of S&P 500,16953.013412315384
2017-08-03,Magnificent 7,2363.399121685087
2017-08-03,Rest of S&P 500,16919.448192768035
2017-08-04,Magnificent 7,2376.585118946933
2017-08-04,Rest of S&P 500,16942.689490428067
2017-08-07,Magnificent 7,2393.3037759324193
2017-08-07,Rest of S&P 500,16957.793538520706
2017-08-08,Magnificent 7,2397.929963149037
2017-08-08,Rest of S&P 500,16906.445427475963
2017-08-09,Magnificent 7,2394.361251091353
2017-08-09,Rest of S&P 500,16902.994901252398
2017-08-10,Magnificent 7,2336.9888227415645
2017-08-10,Rest of S&P 500,16681.048872570933
2017-08-11,Magnificent 7,2356.357735347011
2017-08-11,Rest of S&P 500,16685.938797856114
2017-08-14,Magnificent 7,2397.199301629704
2017-08-14,Rest of S&P 500,16836.35338391717
2017-08-15,Magnificent 7,2402.1878398222416
2017-08-15,Rest of S&P 500,16821.77099806838
2017-08-16,Magnificent 7,2399.08831594003
2017-08-16,Rest of S&P 500,16852.170521950597
2017-08-17,Magnificent 7,2354.38713366415
2017-08-17,Rest of S&P 500,16599.690942507725
2017-08-18,Magnificent 7,2352.3192819481487
2017-08-18,Rest of S&P 500,16566.971098911225
2017-08-21,Magnificent 7,2341.966442208728
2017-08-21,Rest of S&P 500,16599.320471853775
2017-08-22,Magnificent 7,2377.5402178724917
2017-08-22,Rest of S&P 500,16752.037858299384
2017-08-23,Magnificent 7,2373.580618471574
2017-08-23,Rest of S&P 500,16689.931686215925
2017-08-24,Magnificent 7,2363.8878322583946
2017-08-24,Rest of S&P 500,16660.07793922598
2017-08-25,Magnificent 7,2356.1324073406154
2017-08-25,Rest of S&P 500,16699.65797351876
2017-08-28,Magnificent 7,2363.631337279092
2017-08-28,Rest of S&P 500,16701.440586549033
2017-08-29,Magnificent 7,2378.5600443240814
2017-08-29,Rest of S&P 500,16702.580336535295
2017-08-30,Magnificent 7,2402.042017898678
2017-08-30,Rest of S&P 500,16767.160667648197
2017-08-31,Magnificent 7,2427.0591696905826
2017-08-31,Rest of S&P 500,16851.810068590665
2017-09-01,Magnificent 7,2420.000966592514
2017-09-01,Rest of S&P 500,16897.089414266862
2017-09-05,Magnificent 7,2394.1549907047515
2017-09-05,Rest of S&P 500,16777.075771014
2017-09-06,Magnificent 7,2395.431992252109
2017-09-06,Rest of S&P 500,16835.78031243539
2017-09-07,Magnificent 7,2412.330499960002
2017-09-07,Rest of S&P 500,16815.45026175875
2017-09-08,Magnificent 7,2382.884284754145
2017-09-08,Rest of S&P 500,16816.269182042728
2017-09-11,Magnificent 7,2418.3032578440184
2017-09-11,Rest of S&P 500,16988.955580046608
2017-09-12,Magnificent 7,2417.96020875617
2017-09-12,Rest of S&P 500,17054.58363890008
2017-09-13,Magnificent 7,2429.0076308556945
2017-09-13,Rest of S&P 500,17058.279283206808
2017-09-14,Magnificent 7,2411.786184648484
2017-09-14,Rest of S&P 500,17054.050729414015
2017-09-15,Magnificent 7,2425.065026609672
2017-09-15,Rest of S&P 500,17076.728821046578
2017-09-18,Magnificent 7,2413.627562744628
2017-09-18,Rest of S&P 500,17116.559351317872
2017-09-19,Magnificent 7,2418.5963592416315
2017-09-19,Rest of S&P 500,17133.272879039618
2017-09-20,Magnificent 7,2408.9716808653484
2017-09-20,Rest of S&P 500,17155.300242962774
2017-09-21,Magnificent 7,2383.200505093355
2017-09-21,Rest of S&P 500,17121.480256625393
2017-09-22,Magnificent 7,2367.341789022442
2017-09-22,Rest of S&P 500,17149.973982461932
2017-09-25,Magnificent 7,2321.3629606266763
2017-09-25,Rest of S&P 500,17152.58435382645
2017-09-26,Magnificent 7,2334.1024341642687
2017-09-26,Rest of S&P 500,17141.250251382604
2017-09-27,Magnificent 7,2363.7495719706403
2017-09-27,Rest of S&P 500,17191.16273271686
2017-09-28,Magnificent 7,2366.923524775949
2017-09-28,Rest of S&P 500,17211.5449322553
2017-09-29,Magnificent 7,2386.0771026745792
2017-09-29,Rest of S&P 500,17264.931735216047
2017-10-02,Magnificent 7,2380.067300939381
2017-10-02,Rest of S&P 500,17347.06961312312
2017-10-03,Magnificent 7,2382.9601117529005
2017-10-03,Rest of S&P 500,17386.764497622098
2017-10-04,Magnificent 7,2384.459310143312
2017-10-04,Rest of S&P 500,17409.91261368481
2017-10-05,Magnificent 7,2419.4161970497735
2017-10-05,Rest of S&P 500,17486.730336153352
2017-10-06,Magnificent 7,2429.222195574929
2017-10-06,Rest of S&P 500,17455.55241380007
2017-10-09,Magnificent 7,2433.37598159799
2017-10-09,Rest of S&P 500,17415.51786605826
2017-10-10,Magnificent 7,2433.2149728312506
2017-10-10,Rest of S&P 500,17461.776189278124
2017-10-11,Magnificent 7,2449.1433821053934
2017-10-11,Rest of S&P 500,17481.72854172273
2017-10-12,Magnificent 7,2455.0598169805044
2017-10-12,Rest of S&P 500,17442.19364981637
2017-10-13,Magnificent 7,2467.3950311412823
2017-10-13,Rest of S&P 500,17447.33035948372
2017-10-16,Magnificent 7,2483.2855204983675
2017-10-16,Rest of S&P 500,17466.305641611005
2017-10-17,Magnificent 7,2491.3548343062926
2017-10-17,Rest of S&P 500,17471.65400358433
2017-10-18,Magnificent 7,2483.651471115654
2017-10-18,Rest of S&P 500,17494.176605056222
2017-10-19,Magnificent 7,2459.1673946234623
2017-10-19,Rest of S&P 500,17525.213367095286
2017-10-20,Magnificent 7,2464.056139003699
2017-10-20,Rest of S&P 500,17622.5815563088
2017-10-23,Magnificent 7,2439.4057004771275
2017-10-23,Rest of S&P 500,17567.43814717912
2017-10-24,Magnificent 7,2451.255203338077
2017-10-24,Rest of S&P 500,17587.95788259942
2017-10-25,Magnificent 7,2438.409665465804
2017-10-25,Rest of S&P 500,17507.359572815447
2017-10-26,Magnificent 7,2443.8310345979635
2017-10-26,Rest of S&P 500,17527.288203683285
2017-10-27,Magnificent 7,2596.7511135525165
2017-10-27,Rest of S&P 500,17535.595419650606
2017-10-30,Magnificent 7,2620.4065280165137
2017-10-30,Rest of S&P 500,17447.668081358486
2017-10-31,Magnificent 7,2625.3073488283485
2017-10-31,Rest of S&P 500,17461.720727343527
2017-11-01,Magnificent 7,2623.345726378944
2017-11-01,Rest of S&P 500,17495.663111511683
2017-11-02,Magnificent 7,2614.8302019499497
2017-11-02,Rest of S&P 500,17508.0005597688
2017-11-03,Magnificent 7,2645.0631813951295
2017-11-03,Rest of S&P 500,17540.089504151743
2017-11-06,Magnificent 7,2658.6089076876824
2017-11-06,Rest of S&P 500,17552.204178249816
2017-11-07,Magnificent 7,2665.6659444213383
2017-11-07,Rest of S&P 500,17541.325217688034
2017-11-08,Magnificent 7,2675.8786347061496
2017-11-08,Rest of S&P 500,17560.28445123135
2017-11-09,Magnificent 7,2663.2033015424086
2017-11-09,Rest of S&P 500,17496.83361252009
2017-11-10,Magnificent 7,2661.3275183098463
2017-11-10,Rest of S&P 500,17480.61286254953
2017-11-13,Magnificent 7,2661.817471167092
2017-11-13,Rest of S&P 500,17499.935214379784
2017-11-14,Magnificent 7,2655.6893575611725
2017-11-14,Rest of S&P 500,17459.497556501326
2017-11-15,Magnificent 7,2634.2838068054184
2017-11-15,Rest of S&P 500,17369.753107257082
2017-11-16,Magnificent 7,2656.722666893758
2017-11-16,Rest of S&P 500,17511.268495215616
2017-11-17,Magnificent 7,2639.5093145485853
2017-11-17,Rest of S&P 500,17475.521447170166
2017-11-20,Magnificent 7,2637.2177722525253
2017-11-20,Rest of S&P 500,17503.47338985685
2017-11-21,Magnificent 7,2677.798551816201
